postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1019 TM Amsterdam;Wisselstraat 2;52.37330000;4.93910000;599000;134;418;3;1999;0;appartement;46;4
1108 CB Amsterdam;Leerdamhof 314;52.30820000;4.98070000;180000;87;220;2;1980;0;appartement;31;3
1026 CD Amsterdam;Durgerdammerdijk 93;52.37880000;4.99050000;650000;110;370;2;1906;1;woonhuis;43;4
1071 CH Amsterdam;Pieter Cornelisz. Hooftstraat 176;52.35520000;4.87890000;4250000;294;986;2;2016;1;appartement;42;3
1058 DS Amsterdam;Postjeskade 183 I;52.35790000;4.85100000;275000;60;198;1;1935;0;appartement;30;4
1016 PA Amsterdam;Rozenstraat 200 -G;52.37090000;4.88160000;285000;42;110;1;2007;1;appartement;21;2
1021 NP Amsterdam;Buitenzagerij 63;52.38460000;4.91720000;200000;41;130;4;1983;0;appartement;34;2
1083 GR Amsterdam;Arent Janszoon Ernststraat 91;52.33020000;4.88440000;385000;115;300;1;1969;0;appartement;19;3
1072 XG Amsterdam;Daniël Stalpertstraat 22 III;52.35350000;4.89020000;325000;56;155;2;1882;0;appartement;15;3
1024 CX Amsterdam;Markengouw 131;52.39390000;4.95470000;385000;120;403;3;2016;1;woonhuis;37;5
1069 KE Amsterdam;Johan Hofmanstraat 90;52.35560000;4.79070000;429000;138;400;3;2009;1;woonhuis;22;5
1064 CK Amsterdam;Burgemeester Hogguerstraat 13;52.37420000;4.82180000;37500;0;0;1;0;0;parkeergelegenheid;2;1
1057 DB Amsterdam;Hoofdweg 148 -II;52.36770000;4.85510000;260000;55;185;1;1906;0;appartement;30;3
1083 DD Amsterdam;Van Heenvlietlaan 299 nvt;52.33020000;4.88440000;36000;0;0;1;0;0;parkeergelegenheid;1;1
1063 ML Amsterdam;Willem Kraanstraat 48;52.38140000;4.82590000;149000;42;110;1;1957;0;appartement;24;2
1012 DV Amsterdam;Oudezijds Achterburgwal 140 ah;52.37350000;4.89510000;625000;101;300;4;1906;1;appartement;20;4
1087 JE Amsterdam;Sem Presserhof 127;52.35390000;5.00050000;450000;132;395;3;2005;1;woonhuis;32;4
1087 BV Amsterdam;Oeverzeggestraat 26;52.35390000;5.00050000;550000;134;495;3;2005;0;woonhuis;24;5
1073 TE Amsterdam;Karel du Jardinstraat 84 -I;52.35320000;4.89820000;289000;52;143;1;1916;0;appartement;15;3
1076 NC Amsterdam;Van Tuyll van Serooskerkenplein 50 -III;52.34550000;4.86070000;300000;62;161;1;1906;0;appartement;23;4
1104 DH Amsterdam;Koolpalmhof 26;52.31640000;4.97760000;265000;130;360;1;2003;0;woonhuis;1;5
1083 HM Amsterdam;Tommaso Albinonistraat 8;52.33020000;4.88440000;420000;118;360;1;2006;0;appartement;28;3
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 296);52.33870000;4.91970000;635861;103;258;1;2016;0;appartement;2;3
1051 HM Amsterdam;Van Hallstraat 272;52.38180000;4.87170000;275000;60;144;1;1910;0;appartement;26;3
1081 EK Amsterdam;Bolestein 574;52.32780000;4.86200000;360000;93;290;1;1967;0;appartement;1;3
1023 EG Amsterdam;Kwadijkerstraat 5;52.38990000;4.94700000;225000;54;235;2;1927;1;woonhuis;34;3
1066 NN Amsterdam;Vorselaarstraat 8;52.34600000;4.81630000;315000;102;341;3;1992;1;woonhuis;22;4
1079 WZ Amsterdam;Zomerdijkstraat 23 HS;52.34230000;4.90360000;315000;56;212;1;1930;1;appartement;24;2
1053 HB Amsterdam;Jacob van Lennepstraat 31 -1 A;52.36680000;4.86810000;200000;35;105;1;1906;0;appartement;24;1
1064 PR Amsterdam;Tretjakovlaan 68;52.37420000;4.82180000;339000;105;250;16;1998;0;appartement;25;3
1074 EH Amsterdam;Kuipersstraat 75 I;52.35390000;4.90420000;299000;51;170;4;1906;0;appartement;22;2
1074 CE Amsterdam;Govert Flinckstraat 332;52.35390000;4.90420000;1150000;244;802;4;1881;1;woonhuis;31;7
1058 EK Amsterdam;Nachtwachtlaan 279;52.35790000;4.85100000;385000;124;319;1;1970;0;appartement;19;5
1052 NH Amsterdam;De Clercqstraat 56 III;52.37700000;4.87400000;650000;124;436;2;1906;0;appartement;34;4
1069 EH Amsterdam;Langswater 899;52.35560000;4.79070000;159000;61;165;1;1970;0;appartement;19;3
1102 XE Amsterdam;Charlotte Brontéstraat 36;52.31660000;4.95170000;155000;69;173;1;1984;0;appartement;16;3
1051 DC Amsterdam;De Kempenaerstraat 183 hs.;52.38180000;4.87170000;360000;76;210;1;1998;1;appartement;13;3
1066 WS Amsterdam;Denderhof 8;52.34600000;4.81630000;275000;80;295;2;1996;1;woonhuis;33;2
1091 VA Amsterdam;Vrolikstraat 259 A;52.35560000;4.91350000;300000;60;150;1;1981;1;appartement;16;2
1075 HV Amsterdam;Emmastraat 22;52.35180000;4.85860000;4700000;460;1400;6;1910;1;woonhuis;18;15
1012 WP Amsterdam;Singel 455 E;52.37350000;4.89510000;1750000;169;854;1;1998;1;appartement;24;2
1068 JH Amsterdam;Eastonstraat 223;52.35920000;4.80520000;200000;76;245;1;1964;0;appartement;33;3
1066 ER Amsterdam;Akersluis 11;52.34600000;4.81630000;589000;0;0;1;0;0;onbekend;1;1
1079 NG Amsterdam;President Kennedylaan 62 II;52.34230000;4.90360000;625000;121;376;2;1934;1;appartement;25;5
1061 BM Amsterdam;Blauwvoetstraat 61;52.37360000;4.83950000;250000;40;106;1;2009;0;appartement;15;2
1053 WS Amsterdam;Da Costakade 121 A;52.36680000;4.86810000;499000;102;306;1;1981;1;appartement;31;4
1091 TH Amsterdam;Marcusstraat;52.35560000;4.91350000;42500;0;0;1;0;0;parkeergelegenheid;6;1
1035 ST Amsterdam;Johannes J. Glasweg 89;52.41960000;4.89440000;295000;120;300;3;1991;1;woonhuis;30;5
1077 ZJ Amsterdam;Watteaustraat 13 I;52.34600000;4.87380000;435000;75;237;1;1951;0;appartement;31;3
1079 LR Amsterdam;Hoendiepstraat 15 hs;52.34230000;4.90360000;400000;73;231;1;1934;1;appartement;27;3
1094 PG Amsterdam;Insulindeweg 113 1;52.36260000;4.93600000;225000;50;171;1;1924;0;appartement;21;2
1016 RG Amsterdam;Lauriergracht 45 F;52.37090000;4.88160000;525000;86;275;2;1905;1;appartement;30;3
1069 TS Amsterdam;Langswater 223;52.35560000;4.79070000;169000;72;235;1;1960;0;appartement;28;4
1076 TS Amsterdam;Sportstraat 45 -3;52.34550000;4.86070000;275000;52;140;1;1926;0;appartement;17;3
1062 GA Amsterdam;Maassluisstraat 39;52.35480000;4.83810000;495000;0;0;1;0;0;onbekend;1;1
1091 LT Amsterdam;Transvaalkade 131 - I;52.35560000;4.91350000;300000;56;185;3;1928;0;appartement;37;2
1012 SN Amsterdam;Hekelveld 7 B;52.37350000;4.89510000;850000;0;0;1;0;0;onbekend;1;1
1060 NK Amsterdam;Akersingel 169;52.34910000;4.78350000;250000;93;269;1;1997;0;appartement;21;4
1051 PM Amsterdam;Waterrijkweg 386;52.38180000;4.87170000;400000;88;267;2;1997;0;appartement;21;3
1068 PM Amsterdam;Oeverpad 545;52.35920000;4.80520000;300000;109;386;1;2004;0;appartement;25;3
1011 HS Amsterdam;Groenburgwal 55 -B;52.37100000;4.90410000;899000;132;503;2;1750;0;appartement;25;4
1028 BM Amsterdam;Dorpsweg Ransdorp 129;52.40140000;5.00730000;875000;164;565;2;1840;1;woonhuis;33;6
1032 AX Amsterdam;Aurikelstraat 98;52.39640000;4.91260000;275000;90;310;2;1930;0;appartement;35;5
1012 VG Amsterdam;Singel 93 bel;52.37350000;4.89510000;950000;185;644;2;1899;0;appartement;21;4
1068 ZZ Amsterdam;Meer en Vaart 68 -A;52.35920000;4.80520000;335000;123;400;1;2009;0;appartement;29;3
1096 DT Amsterdam;STATE Amsterdam (Bouwnr. 270);52.33870000;4.91970000;395000;64;160;1;2017;0;appartement;1;2
1091 SL Amsterdam;Burmandwarsstraat 67;52.35560000;4.91350000;347500;87;300;2;1983;0;appartement;30;3
1092 CA Amsterdam;Eikenweg 28;52.35650000;4.92280000;275000;60;155;6;1972;0;appartement;15;3
1051 EL Amsterdam;Groen van Prinstererstraat 79 -3;52.38180000;4.87170000;475000;84;269;2;1906;0;appartement;32;3
1067 MT Amsterdam;Jan van Duivenvoordestraat 77;52.37860000;4.79870000;225000;95;250;8;2001;0;appartement;21;3
1051 VE Amsterdam;Van der Hoopstraat 121 H;52.38180000;4.87170000;259000;42;174;1;1906;1;appartement;26;2
1060 ML Amsterdam;Sporadenlaan 11;52.34910000;4.78350000;325000;128;365;3;2003;0;appartement;23;4
1054 ZW Amsterdam;Jacob van Lennepkade 307 4;52.36170000;4.86690000;425000;58;135;1;1920;1;appartement;15;3
1079 ZW Amsterdam;Bernissestraat 8 B;52.34230000;4.90360000;275000;50;153;1;2008;0;appartement;21;2
1092 VV Amsterdam;Retiefstraat 13 III;52.35650000;4.92280000;425000;100;300;2;1906;0;appartement;41;4
1025 AN Amsterdam;Elpermeer 198;52.39900000;4.93610000;135000;28;70;1;1960;0;appartement;19;1
1054 ZC Amsterdam;Pieter Langendijkstraat 46 -II;52.36170000;4.86690000;375000;57;205;1;1910;0;appartement;32;3
1016 CR Amsterdam;Leidsegracht 78;52.37090000;4.88160000;3000000;440;1300;1;1906;1;woonhuis;52;12
1012 AK Amsterdam;Sint Olofssteeg 6 B;52.37350000;4.89510000;235000;37;114;1;1906;0;appartement;14;2
1097 AC Amsterdam;Ringdijk 24 I;52.34650000;4.93010000;375000;66;228;1;1908;0;appartement;25;3
1058 SP Amsterdam;Vogelenzangstraat 51 1;52.35790000;4.85100000;315000;56;182;4;1931;0;appartement;22;4
1103 SE Amsterdam;'s-Gravendijkdreef 158;52.32310000;4.97220000;299000;110;281;1;2007;0;woonhuis;1;5
1076 KS Amsterdam;Argonautenstraat 48 II;52.34550000;4.86070000;300000;62;210;1;1906;0;appartement;11;3
1102 SV Amsterdam;Anna Blamansingel 130;52.31660000;4.95170000;165000;49;130;8;2006;0;appartement;18;2
1063 TX Amsterdam;Dirk Bonsstraat 2 3;52.38140000;4.82590000;189000;66;237;1;1953;0;appartement;17;3
1015 JT Amsterdam;Goudsbloemstraat 122 HS;52.37840000;4.88360000;349000;68;200;1;2002;1;appartement;19;2
1103 GH Amsterdam;Grubbehoeve 28;52.32310000;4.97220000;169500;77;248;1;2006;0;appartement;13;3
1077 TD Amsterdam;Stadionweg 208;52.34600000;4.87380000;1250000;163;456;1;1906;1;appartement;35;5
1051 TT Amsterdam;Joan Melchior Kemperstraat 66 III;52.38180000;4.87170000;550000;97;303;2;1910;0;appartement;21;5
1081 JR Amsterdam;Amstelveenseweg 982 c;52.32780000;4.86200000;500000;102;335;2;2006;1;appartement;45;3
1062 DA Amsterdam;Derkinderenstraat 49 L;52.35480000;4.83810000;250000;83;260;1;1992;0;appartement;29;3
1094 AV Amsterdam;Lampongstraat 18 I hg;52.36260000;4.93600000;240000;55;165;4;1914;0;appartement;25;2
1098 BD Amsterdam;Linnaeuskade 7 15;52.35290000;4.94220000;40000;0;0;1;0;0;parkeergelegenheid;6;1
1091 RT Amsterdam;Swammerdamstraat 6 III/IV;52.35560000;4.91350000;675000;131;385;2;1882;0;appartement;38;4
1055 MD Amsterdam;Admiraal De Ruijterweg 401 -III;52.38020000;4.85240000;289000;70;184;1;1906;0;appartement;25;3
1060 SH Amsterdam;Dinarpromenade 14;52.34910000;4.78350000;225000;65;214;3;1998;1;appartement;21;2
1063 ML Amsterdam;Willem Kraanstraat 80;52.38140000;4.82590000;155000;42;215;4;1957;0;appartement;17;3
1054 KJ Amsterdam;Overtoom 502 hs;52.36170000;4.86690000;775000;118;322;1;1911;1;appartement;35;5
1098 SE Amsterdam;Lord Kelvinstraat 13 2;52.35290000;4.94220000;260000;67;160;1;1955;0;appartement;19;3
1082 MS Amsterdam;Gustav Mahlerplein 147;52.33110000;4.87420000;845000;157;560;1;2010;0;appartement;53;4
1094 HL Amsterdam;Javastraat 76 IV;52.36260000;4.93600000;300000;59;145;4;1903;0;appartement;23;2
1066 SC Amsterdam;Belgiëplein 100;52.34600000;4.81630000;250000;80;232;1;1994;0;appartement;16;3
1095 CL Amsterdam;Javastraat 164 -IV;52.36660000;4.95200000;215000;38;80;1;1925;0;appartement;25;2
1012 EW Amsterdam;Oudezijds Voorburgwal 187 C;52.37350000;4.89510000;450000;87;220;4;1906;0;appartement;18;2
1067 TC Amsterdam;Osdorperweg 824 D;52.37860000;4.79870000;449000;163;473;3;1998;1;woonhuis;25;7
1091 TM Amsterdam;Overamstelstraat 63;52.35560000;4.91350000;475000;97;293;1;1991;0;appartement;30;4
1060 RE Amsterdam;Ladogameerhof 154;52.34910000;4.78350000;239000;88;164;1;1998;0;appartement;1;4
1098 WS Amsterdam;Praterlaan 86;52.35290000;4.94220000;350000;96;278;1;2001;0;appartement;19;3
1032 LL Amsterdam;Ridderspoorweg 259;52.39640000;4.91260000;250000;45;115;1;2016;0;appartement;21;1
1064 CT Amsterdam;Burgemeester Hogguerstraat 473;52.37420000;4.82180000;160000;45;150;1;1965;0;appartement;23;2
1055 CB Amsterdam;Esmoreitstraat 41 huis;52.38020000;4.85240000;269000;52;150;1;1945;1;appartement;21;2
1102 AX Amsterdam;Raoul Wallenbergstraat 71;52.31660000;4.95170000;239000;91;255;1;2010;0;appartement;20;3
1058 HV Amsterdam;Andreas Schelfhoutstraat 30;52.35790000;4.85100000;239500;0;0;1;0;0;onbekend;1;1
1052 GJ Amsterdam;Fagelstraat 100 III;52.37700000;4.87400000;675000;120;373;2;1905;0;appartement;48;4
1068 SL Amsterdam;Wildeman 65;52.35920000;4.80520000;250000;94;270;1;2000;0;appartement;20;4
1019 PE Amsterdam;Bogortuin 1;52.37330000;4.93910000;40000;0;0;1;0;0;onbekend;1;1
1067 TJ Amsterdam;Lutkemeerweg 73;52.37860000;4.79870000;795000;125;350;2;1923;1;woonhuis;49;5
1019 HT Amsterdam;Zeeburgerkade 810;52.37330000;4.93910000;375000;76;247;2;1990;0;appartement;35;3
1069 WJ Amsterdam;Ingelandenweg 174;52.35560000;4.79070000;250000;95;285;2;1965;1;woonhuis;25;5
1058 DT Amsterdam;Postjeskade 193 III;52.35790000;4.85100000;450000;88;277;3;1935;1;appartement;24;5
1073 BV Amsterdam;Govert Flinckstraat 203 hs;52.35320000;4.89820000;799000;118;443;2;1906;0;appartement;24;4
1066 WK Amsterdam;Knokkestraat 25;52.34600000;4.81630000;375000;120;362;2;1996;1;woonhuis;27;4
1071 EH Amsterdam;Pieter de Hoochstraat 74 IV+Dakt;52.35520000;4.87890000;750000;118;344;2;1914;0;appartement;39;4
1063 AJ Amsterdam;Harry Koningsbergerstraat 228;52.38140000;4.82590000;129000;30;90;1;1958;0;appartement;14;1
1056 XH Amsterdam;Jan Haringstraat 8 III;52.37320000;4.85600000;244500;51;170;1;1939;0;appartement;29;3
1059 AA Amsterdam;Aalsmeerweg 23 II;52.34880000;4.84680000;299000;54;150;1;1906;0;appartement;14;3
1078 EJ Amsterdam;Churchill-laan 62 2;52.34640000;4.89770000;350000;63;210;1;1925;0;appartement;12;3
1093 DC Amsterdam;Von Zesenstraat 169;52.36180000;4.92800000;400000;95;240;1;1988;0;appartement;15;4
1071 HN Amsterdam;Willemsparkweg 116;52.35520000;4.87890000;2480000;320;1265;4;1906;1;woonhuis;40;8
1066 GG Amsterdam;Duke Ellingtonstraat;52.34600000;4.81630000;16000;0;0;1;0;0;parkeergelegenheid;1;1
1072 VJ Amsterdam;Gerard Doustraat 23 Boven;52.35350000;4.89020000;699000;118;370;5;1906;0;appartement;26;4
1046 Amsterdam;Limmerick Garagebox/Opslag;52.39150000;4.78470000;29500;0;0;1;0;0;parkeergelegenheid;7;1
1056 PV Amsterdam;Orteliusstraat 362 HS;52.37320000;4.85600000;425000;78;283;1;1931;1;appartement;32;3
1069 MN Amsterdam;Zwarte Pad 10;52.35560000;4.79070000;498000;0;0;1;0;0;onbekend;1;1
1093 XA Amsterdam;Tweede van Swindenstraat 178 -G;52.36180000;4.92800000;450000;90;280;1;2014;0;appartement;38;4
1055 AR Amsterdam;Griseldestraat 9 hs;52.38020000;4.85240000;275000;68;228;2;1940;0;appartement;38;4
1055 BN Amsterdam;Sanderijnstraat 17 -II;52.38020000;4.85240000;250000;57;166;1;1940;0;appartement;30;4
1103 TB Amsterdam;Bijlmerdreef 867;52.32310000;4.97220000;199000;100;280;2;2000;1;appartement;15;5
1053 LZ Amsterdam;Nassaukade 354;52.36680000;4.86810000;450000;65;275;4;1887;0;appartement;40;4
1017 ZL Amsterdam;Huidekoperstraat 9 hs;52.36300000;4.89240000;325000;53;212;1;1906;1;appartement;26;2
1066 TC Amsterdam;Kortrijk 54;52.34600000;4.81630000;695000;163;597;3;1995;1;woonhuis;49;6
1103 AS Amsterdam;Empangeni 39;52.32310000;4.97220000;285000;131;356;3;2006;1;woonhuis;20;5
1061 DJ Amsterdam;Bos en Lommerweg 280;52.37360000;4.83950000;365000;96;281;1;2011;0;appartement;28;4
1018 WT Amsterdam;Nieuwe Achtergracht 104 G;52.36760000;4.91840000;549000;88;302;5;1887;0;appartement;26;3
1108 CW Amsterdam;Leusdenhof 77;52.30820000;4.98070000;179500;69;185;1;1976;0;appartement;15;3
1013 KH Amsterdam;Haarlemmerdijk 169 boven;52.38770000;4.88390000;565000;85;265;2;1906;0;appartement;52;4
1054 EV Amsterdam;Roemer Visscherstraat 9;52.36170000;4.86690000;2500000;350;1372;4;1892;1;woonhuis;34;10
1095 MT Amsterdam;Lien Gisolfpad 1;52.36660000;4.95200000;225000;50;175;1;2016;1;appartement;27;2
1053 KB Amsterdam;Jacob van Lennepstraat 238 B;52.36680000;4.86810000;349000;62;148;1;1904;0;appartement;25;2
1098 LH Amsterdam;Helmholtzstraat 87 II;52.35290000;4.94220000;295000;70;210;3;1945;0;appartement;23;3
1077 WK Amsterdam;Herman Heijermansweg 43;52.34600000;4.87380000;4850000;365;1200;3;2006;1;woonhuis;15;10
1092 XS Amsterdam;Smitstraat 28 -1;52.35650000;4.92280000;295000;66;185;1;1912;0;appartement;24;2
1082 MX Amsterdam;Gustav Mahlerlaan;52.33110000;4.87420000;450000;93;325;1;2017;0;appartement;4;3
1018 DG Amsterdam;Plantage Middenlaan 36;52.36760000;4.91840000;3490000;495;1400;4;1892;1;woonhuis;65;10
1017 KG Amsterdam;Prinsengracht 468;52.36300000;4.89240000;4500000;335;1193;1;1906;0;appartement;44;4
1055 DK Amsterdam;Leeuwendael (Bouwnr. 14);52.38020000;4.85240000;422000;112;337;3;2017;1;woonhuis;12;5
1071 WH Amsterdam;Joh.M. Coenenstraat 64 PP;52.35520000;4.87890000;50000;0;0;1;0;0;parkeergelegenheid;5;1
1104 KN Amsterdam;Kraailookstraat 1;52.31640000;4.97760000;270000;131;360;3;2006;1;woonhuis;15;6
1017 LC Amsterdam;Prinsengracht 736 A*;52.36300000;4.89240000;650000;100;330;1;1906;0;appartement;18;3
1055 AX Amsterdam;Griseldestraat 28 II;52.38020000;4.85240000;250000;57;148;1;1931;0;appartement;25;3
1102 EE Amsterdam;Hofgeest 93;52.31660000;4.95170000;120000;66;204;1;1969;0;appartement;34;2
1052 VH Amsterdam;Gillis van Ledenberchstraat 34 B;52.37700000;4.87400000;695000;143;453;1;2010;0;appartement;32;3
1078 EK Amsterdam;Churchill-laan 70 huis;52.34640000;4.89770000;550000;83;271;1;1906;1;appartement;25;3
1018 WE Amsterdam;Roetersstraat 148;52.36760000;4.91840000;349000;70;221;1;1980;0;appartement;22;3
1058 AM Amsterdam;Stuyvesantstraat 34 I;52.35790000;4.85100000;265000;51;137;1;1926;0;appartement;22;3
1102 TS Amsterdam;Barbusselaan 99;52.31660000;4.95170000;129000;54;135;1;1986;1;appartement;19;2
1057 GG Amsterdam;Admiralengracht 138 I;52.36770000;4.85510000;275000;51;168;1;1925;0;appartement;15;2
1063 EL Amsterdam;Jan Janzenstraat 10;52.38140000;4.82590000;300000;133;451;3;1945;0;woonhuis;38;7
1087 Amsterdam;Joris Ivensplein;52.35390000;5.00050000;14500;0;0;1;0;0;parkeergelegenheid;3;1
1034 WD Amsterdam;Ibrahim Moustafapad 12;52.40750000;4.91700000;250000;87;300;1;1994;1;appartement;28;4
1072 JH Amsterdam;Cornelis Trooststraat 50 II;52.35350000;4.89020000;300000;53;174;1;1906;0;appartement;25;3
1072 JB Amsterdam;Cornelis Trooststraat 35 III;52.35350000;4.89020000;575000;120;355;1;1927;0;appartement;1;3
1016 RJ Amsterdam;Lauriergracht 107 A;52.37090000;4.88160000;600000;80;270;1;1906;1;appartement;20;2
1034 GA Amsterdam;Statenjachtstraat 159;52.40750000;4.91700000;260000;92;270;1;2011;0;appartement;31;3
1069 RR Amsterdam;Jan van Zutphenstraat 211;52.35560000;4.79070000;375000;70;185;11;2001;0;appartement;6;3
1019 PG Amsterdam;Bogortuin 84;52.37330000;4.93910000;550000;103;329;1;2000;0;appartement;39;3
1015 DW Amsterdam;Prinsengracht 26;52.37840000;4.88360000;1995000;168;597;5;1969;0;woonhuis;52;6
1072 TG Amsterdam;Van Ostadestraat 152 -sous;52.35350000;4.89020000;1075000;192;661;2;1902;1;appartement;24;6
1012 JS Amsterdam;Dam 5 /E;52.37350000;4.89510000;1250000;129;360;1;2017;0;appartement;20;3
1035 TS Amsterdam;Stoombootweg 19;52.41960000;4.89440000;799000;125;425;2;1984;1;woonhuis;42;3
1013 RW Amsterdam;Zaanstraat 113 huis;52.38770000;4.88390000;315000;55;158;1;1906;1;appartement;22;3
1093 DL Amsterdam;Pieter Vlamingstraat 167;52.36180000;4.92800000;275000;70;221;1;1992;0;appartement;48;3
1075 HL Amsterdam;De Lairessestraat 144 3;52.35180000;4.85860000;1595000;228;759;3;1906;0;appartement;33;6
1015 DR Amsterdam;Prinsengracht 151 E;52.37840000;4.88360000;799000;96;365;2;1005;0;appartement;28;3
1077 ES Amsterdam;Gerrit van der Veenstraat 132 -huis;52.34600000;4.87380000;975000;188;648;3;1927;1;appartement;30;6
1054 CT Amsterdam;Tweede Constantijn Huygensstraat 4 e;52.36170000;4.86690000;65000;0;0;1;0;0;parkeergelegenheid;1;1
1012 DJ Amsterdam;Oudezijds Achterburgwal 173 -B;52.37350000;4.89510000;250000;33;109;1;1770;0;appartement;19;1
